Gene ID	Representative Transcript ID	Chromosome	TSS	strand
ENSDARG00000093192	ENSDART00000140330	3	18936009	+
ENSDARG00000093193	ENSDART00000163452	23	17980875	+
ENSDARG00000093199	ENSDART00000154019	15	21014270	-
ENSDARG00000093214	ENSDART00000140708	5	38197080	-
ENSDARG00000093216	ENSDART00000136274	24	9997948	-
ENSDARG00000093220	ENSDART00000150447	4	59061652	+
ENSDARG00000093233	ENSDART00000143735	18	38749547	+
ENSDARG00000093234	ENSDART00000136893	21	18877130	+
ENSDARG00000093235	ENSDART00000077493	3	25166805	+
ENSDARG00000093237	ENSDART00000148251	1	41454210	+
ENSDARG00000093240	ENSDART00000184725	23	41821825	-
ENSDARG00000093253	ENSDART00000165147	5	25576462	-
ENSDARG00000093255	ENSDART00000157610	21	43665537	-
ENSDARG00000093267	ENSDART00000145073	13	7477500	+
ENSDARG00000093269	ENSDART00000191459	18	15175478	+
ENSDARG00000093284	ENSDART00000140693	9	3035128	+
ENSDARG00000093289	ENSDART00000147527	1	44933094	-
ENSDARG00000093303	ENSDART00000132223	5	33259079	-
ENSDARG00000093304	ENSDART00000145409	13	42544009	+
ENSDARG00000093312	ENSDART00000136195	7	4582962	+
ENSDARG00000093313	ENSDART00000097583	5	42092227	+
ENSDARG00000093316	ENSDART00000153072	20	35750810	-
ENSDARG00000093318	ENSDART00000091013	9	22003942	+
ENSDARG00000093323	ENSDART00000144190	1	58091659	+
ENSDARG00000093342	ENSDART00000142735	2	7192966	+
ENSDARG00000093345	ENSDART00000132998	22	8536838	+
ENSDARG00000093347	ENSDART00000144997	1	45146834	-
ENSDARG00000093354	ENSDART00000137116	20	46739927	-
ENSDARG00000093357	ENSDART00000133851	2	5776030	-
ENSDARG00000093367	ENSDART00000138150	23	1065435	-
ENSDARG00000093378	ENSDART00000157095	17	50422584	-
ENSDARG00000093381	ENSDART00000131965	18	18850302	-
ENSDARG00000093382	ENSDART00000132352	10	27009584	-
ENSDARG00000093386	ENSDART00000146919	8	20950344	+
ENSDARG00000093402	ENSDART00000190159	22	9724396	-
ENSDARG00000093403	ENSDART00000143742	5	63340637	+
ENSDARG00000093405	ENSDART00000050930	3	32965848	-
ENSDARG00000093406	ENSDART00000052183	19	31584444	-
ENSDARG00000093408	ENSDART00000142173	2	19630297	-
ENSDARG00000093412	ENSDART00000142348	1	55116453	-
ENSDARG00000093413	ENSDART00000168038	5	46980651	-
ENSDARG00000093418	ENSDART00000141542	9	33423170	+
ENSDARG00000093420	ENSDART00000170094	9	28275600	-
ENSDARG00000093422	ENSDART00000139692	19	47135677	+
ENSDARG00000093423	ENSDART00000137197	3	14571514	-
ENSDARG00000093430	ENSDART00000133045	19	31873308	+
ENSDARG00000093440	ENSDART00000090875	9	22764235	+
ENSDARG00000093444	ENSDART00000132103	10	17088261	+
ENSDARG00000093448	ENSDART00000137572	13	281214	+
ENSDARG00000093453	ENSDART00000151571	19	43439457	+
ENSDARG00000093461	ENSDART00000133535	4	54969773	-
ENSDARG00000093469	ENSDART00000171731	3	14571839	+
ENSDARG00000093476	ENSDART00000155807	3	4253214	-
ENSDARG00000093477	ENSDART00000081351	20	5132138	+
ENSDARG00000093478	ENSDART00000128257	4	49593397	-
ENSDARG00000093480	ENSDART00000156639	25	37348730	+
ENSDARG00000093484	ENSDART00000137673	9	40825065	+
ENSDARG00000093487	ENSDART00000184977	3	6281503	-
ENSDARG00000093493	ENSDART00000143290	14	33894915	-
ENSDARG00000093494	ENSDART00000143225	1	52398205	+
ENSDARG00000093496	ENSDART00000143391	23	1033668	+
ENSDARG00000093498	ENSDART00000110735	10	6775271	-
ENSDARG00000093508	ENSDART00000136887	8	34486656	+
ENSDARG00000093512	ENSDART00000135571	5	33488860	+
ENSDARG00000093521	ENSDART00000139285	8	13600274	-
ENSDARG00000093532	ENSDART00000169351	15	41503392	-
ENSDARG00000093546	ENSDART00000174167	4	76775837	+
ENSDARG00000093547	ENSDART00000139936	5	38040407	+
ENSDARG00000093549	ENSDART00000145282	8	31435452	+
ENSDARG00000093569	ENSDART00000131972	3	16289826	-
ENSDARG00000093570	ENSDART00000132590	24	27423697	-
ENSDARG00000093572	ENSDART00000145127	5	34407763	+
ENSDARG00000093579	ENSDART00000146880	25	16160494	-
ENSDARG00000093584	ENSDART00000145538	13	22675802	+
ENSDARG00000093588	ENSDART00000147061	4	14185225	-
ENSDARG00000093591	ENSDART00000141136	18	39937225	+
ENSDARG00000093595	ENSDART00000143864	7	3912905	-
ENSDARG00000093597	ENSDART00000146144	13	33256847	+
ENSDARG00000093600	ENSDART00000143352	22	10470663	-
ENSDARG00000093608	ENSDART00000165760	24	27400630	-
ENSDARG00000093612	ENSDART00000136649	14	10617993	-
ENSDARG00000093615	ENSDART00000150346	4	49054122	-
ENSDARG00000093619	ENSDART00000139070	22	15336752	+
ENSDARG00000093622	ENSDART00000059308	3	19355869	+
ENSDARG00000093628	ENSDART00000140411	19	7567763	+
ENSDARG00000093629	ENSDART00000162181	2	31597841	+
ENSDARG00000093640	ENSDART00000110774	25	29415369	-
ENSDARG00000093650	ENSDART00000144631	24	29030690	-
ENSDARG00000093656	ENSDART00000188781	13	44831094	-
ENSDARG00000093658	ENSDART00000144074	4	1757460	-
ENSDARG00000093659	ENSDART00000136779	20	54381034	-
ENSDARG00000093673	ENSDART00000142704	7	4795707	+
ENSDARG00000093677	ENSDART00000144157	24	32408404	-
ENSDARG00000093684	ENSDART00000143930	19	10331325	+
ENSDARG00000093686	ENSDART00000189331	22	5933924	-
ENSDARG00000093687	ENSDART00000131323	5	40210447	-
ENSDARG00000093689	ENSDART00000148094	3	58656312	+
ENSDARG00000093697	ENSDART00000135149	20	39391833	-
ENSDARG00000093699	ENSDART00000059473	22	8501332	-
ENSDARG00000093702	ENSDART00000145639	23	31933583	+
ENSDARG00000093704	ENSDART00000171967	19	27564980	-
ENSDARG00000093713	ENSDART00000150399	4	45504471	+
ENSDARG00000093723	ENSDART00000145808	2	38282079	-
ENSDARG00000093734	ENSDART00000136553	5	61349059	-
ENSDARG00000093738	ENSDART00000146845	25	17860798	+
ENSDARG00000093739	ENSDART00000139540	9	32069989	+
ENSDARG00000093745	ENSDART00000138217	8	31941650	+
ENSDARG00000093747	ENSDART00000133258	4	38990661	+
ENSDARG00000093748	ENSDART00000144676	1	52443379	-
ENSDARG00000093760	ENSDART00000136316	16	27603739	+
ENSDARG00000093763	ENSDART00000131832	5	38631119	+
ENSDARG00000093768	ENSDART00000148280	13	4405282	+
ENSDARG00000093773	ENSDART00000149117	25	3058687	-
ENSDARG00000093774	ENSDART00000048838	2	39017838	-
ENSDARG00000093779	ENSDART00000137224	5	42071505	-
ENSDARG00000093783	ENSDART00000137700	5	67662430	+
ENSDARG00000093788	ENSDART00000140815	22	6757741	+
ENSDARG00000093796	ENSDART00000173485	7	33136545	+
ENSDARG00000093799	ENSDART00000166902	5	52067723	+
ENSDARG00000093803	ENSDART00000142335	4	60916298	-
ENSDARG00000093804	ENSDART00000146411	23	29376859	-
ENSDARG00000093816	ENSDART00000132440	1	20593653	+
ENSDARG00000093821	ENSDART00000148116	5	67268110	+
ENSDARG00000093833	ENSDART00000134976	2	27386617	+
ENSDARG00000093835	ENSDART00000145458	7	5566582	+
ENSDARG00000093841	ENSDART00000123962	22	25453334	+
ENSDARG00000093844	ENSDART00000022139	7	35068036	+
ENSDARG00000093862	ENSDART00000182582	22	6219674	-
ENSDARG00000093864	ENSDART00000122102	18	16924221	-
ENSDARG00000093874	ENSDART00000134506	13	5570952	+
ENSDARG00000093876	ENSDART00000147669	7	4897673	+
ENSDARG00000093877	ENSDART00000152560	1	59130695	-
ENSDARG00000093886	ENSDART00000142026	1	18811517	-
ENSDARG00000093901	ENSDART00000175488	18	17151916	+
ENSDARG00000093931	ENSDART00000154628	15	25099679	-
ENSDARG00000093932	ENSDART00000193349	2	42260021	+
ENSDARG00000093936	ENSDART00000136313	18	7591381	+
ENSDARG00000093945	ENSDART00000142112	5	22677786	+
ENSDARG00000093954	ENSDART00000141145	1	44941031	+
ENSDARG00000093957	ENSDART00000147009	5	67471375	-
ENSDARG00000093960	ENSDART00000137181	5	38064065	-
ENSDARG00000093972	ENSDART00000160827	20	26936887	-
ENSDARG00000093975	ENSDART00000132423	1	58228542	+
ENSDARG00000093977	ENSDART00000136810	18	30028179	+
ENSDARG00000093978	ENSDART00000137994	8	19266413	-
ENSDARG00000093985	ENSDART00000133578	5	33935396	-
ENSDARG00000093990	ENSDART00000135798	9	32668928	-
ENSDARG00000093994	ENSDART00000150469	4	50726871	+
ENSDARG00000093997	ENSDART00000134635	1	44928987	-
ENSDARG00000093999	ENSDART00000137855	5	63375386	+
ENSDARG00000094001	ENSDART00000171451	4	12997348	-
ENSDARG00000094002	ENSDART00000141124	24	27419198	-
ENSDARG00000094003	ENSDART00000135125	9	18716485	+
ENSDARG00000094010	ENSDART00000133593	20	34388324	-
ENSDARG00000094012	ENSDART00000142688	9	35077546	+
ENSDARG00000094016	ENSDART00000146437	13	4409294	+
ENSDARG00000094017	ENSDART00000150732	4	43074375	+
ENSDARG00000094018	ENSDART00000167694	5	37997809	-
ENSDARG00000094025	ENSDART00000172549	5	22969572	-
ENSDARG00000094041	ENSDART00000105004	19	5369486	-
ENSDARG00000094043	ENSDART00000158086	5	63322093	+
ENSDARG00000094045	ENSDART00000136353	2	32637592	-
ENSDARG00000094046	ENSDART00000143588	1	23598674	-
ENSDARG00000094050	ENSDART00000147498	23	31403668	-
ENSDARG00000094055	ENSDART00000175732	10	14963898	+
ENSDARG00000094067	ENSDART00000136164	15	41390410	-
ENSDARG00000094074	ENSDART00000142506	19	24394560	+
ENSDARG00000094077	ENSDART00000138284	22	19311411	+
ENSDARG00000094083	ENSDART00000137290	2	25159309	-
ENSDARG00000094088	ENSDART00000137857	8	14091886	-
ENSDARG00000094089	ENSDART00000188280	22	15308526	+
ENSDARG00000094107	ENSDART00000140065	5	63288599	+
ENSDARG00000094112	ENSDART00000188242	21	45905044	+
ENSDARG00000094131	ENSDART00000098054	2	47945359	+
ENSDARG00000094132	ENSDART00000004717	4	17310143	+
ENSDARG00000094133	ENSDART00000142820	1	44906517	+
ENSDARG00000094154	ENSDART00000133379	25	35051656	+
ENSDARG00000094160	ENSDART00000142406	1	46832880	-
ENSDARG00000094175	ENSDART00000134257	4	65271779	+
ENSDARG00000094176	ENSDART00000151209	6	120181	+
ENSDARG00000094177	ENSDART00000150271	4	50891961	+
ENSDARG00000094181	ENSDART00000179940	21	43253538	+
ENSDARG00000094191	ENSDART00000016075	4	17327704	+
ENSDARG00000094196	ENSDART00000172447	11	12394682	-
ENSDARG00000094197	ENSDART00000143313	8	23245596	+
ENSDARG00000094202	ENSDART00000136556	1	20936711	+
ENSDARG00000094204	ENSDART00000168174	14	6286966	-
ENSDARG00000094206	ENSDART00000148182	1	8980665	-
ENSDARG00000094210	ENSDART00000055287	3	32118670	+
ENSDARG00000094212	ENSDART00000144330	4	63923523	-
ENSDARG00000094214	ENSDART00000134344	5	61944453	+
ENSDARG00000094217	ENSDART00000134017	21	25660613	+
ENSDARG00000094224	ENSDART00000152561	20	21022641	+
ENSDARG00000094225	ENSDART00000139120	7	4865367	+
ENSDARG00000094226	ENSDART00000153251	20	43572763	-
ENSDARG00000094230	ENSDART00000131225	19	10587307	+
ENSDARG00000094236	ENSDART00000141863	13	9132804	-
ENSDARG00000094243	ENSDART00000146418	2	52065884	+
ENSDARG00000094246	ENSDART00000138007	1	58312680	+
ENSDARG00000094251	ENSDART00000143126	8	46010838	+
ENSDARG00000094252	ENSDART00000133482	22	30331414	+
ENSDARG00000094258	ENSDART00000092925	17	24618640	+
ENSDARG00000094265	ENSDART00000141340	20	25486384	-
ENSDARG00000094268	ENSDART00000184112	5	44286987	-
ENSDARG00000094271	ENSDART00000145951	8	19216684	-
ENSDARG00000094277	ENSDART00000014415	15	35224173	-
ENSDARG00000094280	ENSDART00000143503	23	20687340	+
ENSDARG00000094281	ENSDART00000134488	8	20880848	+
ENSDARG00000094284	ENSDART00000137852	5	38684651	+
ENSDARG00000094286	ENSDART00000133583	5	30608057	+
ENSDARG00000094291	ENSDART00000140381	9	27771368	-
ENSDARG00000094300	ENSDART00000145781	5	1999488	-
ENSDARG00000094303	ENSDART00000148126	16	14534724	-
ENSDARG00000094308	ENSDART00000150429	4	33191390	+
ENSDARG00000094310	ENSDART00000145610	8	6954984	+
ENSDARG00000094312	ENSDART00000180916	10	8129456	-
ENSDARG00000094316	ENSDART00000137228	23	43307237	-
ENSDARG00000094324	ENSDART00000134098	14	30704075	-
ENSDARG00000094328	ENSDART00000133957	3	15645405	-
ENSDARG00000094332	ENSDART00000171971	23	4777348	+
ENSDARG00000094335	ENSDART00000164725	11	11407892	+
ENSDARG00000094336	ENSDART00000136561	8	21052371	-
ENSDARG00000094344	ENSDART00000110453	1	58260886	+
ENSDARG00000094345	ENSDART00000139746	23	31266586	-
ENSDARG00000094346	ENSDART00000141678	1	58079053	+
ENSDARG00000094366	ENSDART00000138983	16	17116499	-
ENSDARG00000094370	ENSDART00000100893	9	33220342	+
ENSDARG00000094377	ENSDART00000139475	23	13124085	+
ENSDARG00000094380	ENSDART00000141463	5	31036911	+
ENSDARG00000094389	ENSDART00000136094	23	21181074	+
ENSDARG00000094392	ENSDART00000183996	21	43666481	-
ENSDARG00000094400	ENSDART00000147523	16	41826584	+
ENSDARG00000094403	ENSDART00000136309	13	9184175	-
ENSDARG00000094408	ENSDART00000138870	1	59141838	-
ENSDARG00000094417	ENSDART00000143785	5	21065094	-
ENSDARG00000094418	ENSDART00000145163	5	22370167	+
ENSDARG00000094426	ENSDART00000161321	23	21455152	+
ENSDARG00000094428	ENSDART00000144814	4	18954001	-
ENSDARG00000094433	ENSDART00000141787	1	58115298	-
ENSDARG00000094438	ENSDART00000145346	10	11376491	-
ENSDARG00000094442	ENSDART00000134846	24	14527935	+
ENSDARG00000094443	ENSDART00000150263	4	49119557	-
ENSDARG00000094451	ENSDART00000136865	8	23684659	-
ENSDARG00000094458	ENSDART00000140154	5	41860556	-
ENSDARG00000094465	ENSDART00000184496	1	49362000	-
ENSDARG00000094466	ENSDART00000102713	9	7683799	-
ENSDARG00000094469	ENSDART00000136104	23	33947874	+
ENSDARG00000094473	ENSDART00000135766	8	21406769	+
ENSDARG00000094478	ENSDART00000133501	9	8380728	+
ENSDARG00000094484	ENSDART00000150444	4	33189070	-
ENSDARG00000094485	ENSDART00000176451	1	35695724	-
ENSDARG00000094489	ENSDART00000180506	5	38744660	+
ENSDARG00000094492	ENSDART00000145805	5	38170996	-
ENSDARG00000094504	ENSDART00000138954	12	11593436	-
ENSDARG00000094511	ENSDART00000139184	24	26006760	+
ENSDARG00000094512	ENSDART00000152936	12	29054907	+
ENSDARG00000094514	ENSDART00000140863	2	42360414	-
ENSDARG00000094516	ENSDART00000146667	8	4838114	+
ENSDARG00000094518	ENSDART00000138052	9	33121587	-
ENSDARG00000094522	ENSDART00000141278	18	46208581	-
ENSDARG00000094526	ENSDART00000164190	5	12525441	-
ENSDARG00000094537	ENSDART00000146251	5	24270989	-
ENSDARG00000094542	ENSDART00000139288	21	5192016	+
ENSDARG00000094546	ENSDART00000134235	18	40643660	+
ENSDARG00000094551	ENSDART00000159619	4	73806637	-
ENSDARG00000094554	ENSDART00000135947	9	28598607	+
ENSDARG00000094557	ENSDART00000141714	3	15505275	+
ENSDARG00000094558	ENSDART00000150762	4	43280244	-
ENSDARG00000094559	ENSDART00000109968	12	16941319	-
ENSDARG00000094561	ENSDART00000132152	5	37886077	-
ENSDARG00000094577	ENSDART00000142507	10	5159475	+
ENSDARG00000094579	ENSDART00000140225	3	23063718	+
ENSDARG00000094590	ENSDART00000142755	18	6638726	+
ENSDARG00000094602	ENSDART00000135392	24	22759451	+
ENSDARG00000094603	ENSDART00000135511	4	11098539	-
ENSDARG00000094609	ENSDART00000189683	21	43088991	-
ENSDARG00000094612	ENSDART00000136328	4	73787702	-
ENSDARG00000094616	ENSDART00000190891	9	8390737	+
ENSDARG00000094627	ENSDART00000142589	17	24603925	-
ENSDARG00000094634	ENSDART00000142360	19	40985319	-
ENSDARG00000094644	ENSDART00000145780	23	21957383	-
ENSDARG00000094646	ENSDART00000145069	4	13452437	+
ENSDARG00000094653	ENSDART00000136825	4	59709185	-
ENSDARG00000094660	ENSDART00000147216	9	34425728	+
ENSDARG00000094665	ENSDART00000187637	13	24851102	+
ENSDARG00000094668	ENSDART00000133887	20	32188897	-
ENSDARG00000094673	ENSDART00000124300	8	25900049	+
ENSDARG00000094675	ENSDART00000133034	21	39253647	-
ENSDARG00000094677	ENSDART00000188428	1	23162124	+
ENSDARG00000094678	ENSDART00000144511	1	44796531	-
ENSDARG00000094681	ENSDART00000143027	2	37893910	-
ENSDARG00000094693	ENSDART00000135037	5	31605322	+
ENSDARG00000094695	ENSDART00000131802	3	34140507	+
ENSDARG00000094696	ENSDART00000145920	5	26079178	+
ENSDARG00000094704	ENSDART00000145290	24	28229618	-
ENSDARG00000094706	ENSDART00000138213	5	42077575	-
ENSDARG00000094709	ENSDART00000099121	7	41726657	-
ENSDARG00000094716	ENSDART00000137387	7	4624926	+
ENSDARG00000094717	ENSDART00000141506	8	34567717	+
ENSDARG00000094725	ENSDART00000135428	5	38096729	+
ENSDARG00000094729	ENSDART00000148219	1	19673900	-
ENSDARG00000094730	ENSDART00000046209	16	28596555	+
ENSDARG00000094732	ENSDART00000147699	4	9764769	-
ENSDARG00000094735	ENSDART00000193409	18	33185819	+
ENSDARG00000094736	ENSDART00000165168	22	2198246	+
ENSDARG00000094737	ENSDART00000139265	5	9224051	+
ENSDARG00000094741	ENSDART00000169991	13	9257728	-
ENSDARG00000094747	ENSDART00000141286	22	17489040	-
ENSDARG00000094749	ENSDART00000138463	21	4348600	+
ENSDARG00000094752	ENSDART00000076542	8	16697912	-
ENSDARG00000094753	ENSDART00000135806	21	34929598	+
ENSDARG00000094760	ENSDART00000168717	5	23256187	+
ENSDARG00000094770	ENSDART00000144122	22	6740039	+
ENSDARG00000094771	ENSDART00000147675	5	60159116	-
ENSDARG00000094779	ENSDART00000158322	7	3558030	+
ENSDARG00000094792	ENSDART00000065006	6	41463786	+
ENSDARG00000094809	ENSDART00000131588	4	76575585	+
ENSDARG00000094811	ENSDART00000139510	9	26199674	+
ENSDARG00000094820	ENSDART00000131603	5	38777852	-
ENSDARG00000094821	ENSDART00000146356	22	7792791	+
ENSDARG00000094833	ENSDART00000146609	9	7089303	-
ENSDARG00000094836	ENSDART00000156982	3	32403758	+
ENSDARG00000094840	ENSDART00000190075	22	19277361	+
ENSDARG00000094845	ENSDART00000140490	1	59116738	-
ENSDARG00000094850	ENSDART00000140084	10	15025022	+
ENSDARG00000094854	ENSDART00000184042	4	76619791	+
ENSDARG00000094857	ENSDART00000146276	17	16873417	+
ENSDARG00000094860	ENSDART00000138308	19	43552252	-
ENSDARG00000094878	ENSDART00000134520	21	4429001	+
ENSDARG00000094881	ENSDART00000145203	16	27593698	+
ENSDARG00000094886	ENSDART00000140053	19	7938121	+
ENSDARG00000094887	ENSDART00000143413	8	39795918	+
ENSDARG00000094888	ENSDART00000150372	4	50434519	-
ENSDARG00000094889	ENSDART00000128828	2	55903520	-
ENSDARG00000094890	ENSDART00000132663	8	45003659	+
ENSDARG00000094892	ENSDART00000134665	8	17167876	+
ENSDARG00000094894	ENSDART00000141956	16	25196572	+
ENSDARG00000094899	ENSDART00000131992	10	22912255	-
ENSDARG00000094901	ENSDART00000172943	3	36824190	-
ENSDARG00000094903	ENSDART00000150596	4	29833326	-
ENSDARG00000094908	ENSDART00000145916	19	307246	-
ENSDARG00000094910	ENSDART00000132038	1	43948826	-
ENSDARG00000094913	ENSDART00000132490	21	21594841	-
ENSDARG00000094914	ENSDART00000144039	8	20918207	+
ENSDARG00000094922	ENSDART00000189876	5	31946973	+
ENSDARG00000094927	ENSDART00000131804	23	19182819	+
ENSDARG00000094929	ENSDART00000143855	16	23921610	+
ENSDARG00000094935	ENSDART00000143259	5	38680061	+
ENSDARG00000094946	ENSDART00000147003	18	40572294	+
ENSDARG00000094952	ENSDART00000135913	3	54761569	+
ENSDARG00000094959	ENSDART00000138670	3	8224622	+
ENSDARG00000094965	ENSDART00000146106	6	8172227	+
ENSDARG00000094973	ENSDART00000102543	4	10706755	+
ENSDARG00000094977	ENSDART00000133721	23	27589829	-
ENSDARG00000094983	ENSDART00000168098	2	40196547	-
ENSDARG00000094984	ENSDART00000186817	22	17474781	-
ENSDARG00000094990	ENSDART00000151496	6	21061581	+
ENSDARG00000094992	ENSDART00000064083	17	24318753	+
ENSDARG00000094994	ENSDART00000145630	3	38918697	-
ENSDARG00000094995	ENSDART00000141146	21	4313039	+
ENSDARG00000095002	ENSDART00000134727	23	20408227	+
ENSDARG00000095007	ENSDART00000134332	7	29053217	+
ENSDARG00000095013	ENSDART00000142978	4	76973771	+
ENSDARG00000095019	ENSDART00000134247	18	38288877	+
ENSDARG00000095022	ENSDART00000186001	9	10460087	-
ENSDARG00000095024	ENSDART00000147966	2	57801960	+
ENSDARG00000095025	ENSDART00000134217	21	25748913	-
ENSDARG00000095030	ENSDART00000138333	4	73448588	-
ENSDARG00000095034	ENSDART00000179373	24	19210001	+
ENSDARG00000095040	ENSDART00000145231	2	39558643	-
ENSDARG00000095046	ENSDART00000145868	8	36570508	+
ENSDARG00000095047	ENSDART00000138304	16	13965518	-
ENSDARG00000095048	ENSDART00000138000	16	11683548	+
ENSDARG00000095050	ENSDART00000137962	16	23923746	+
ENSDARG00000095051	ENSDART00000147751	25	23702410	+
ENSDARG00000095054	ENSDART00000137279	10	34200750	-
ENSDARG00000095057	ENSDART00000138880	9	15789364	-
ENSDARG00000095059	ENSDART00000146427	2	31614391	-
ENSDARG00000095065	ENSDART00000138886	1	40156908	+
ENSDARG00000095067	ENSDART00000141451	13	33153889	-
ENSDARG00000095070	ENSDART00000102296	9	13985567	+
ENSDARG00000095072	ENSDART00000152656	12	16898140	-
ENSDARG00000095082	ENSDART00000174013	7	33172066	+
ENSDARG00000095086	ENSDART00000115388	18	22416051	+
ENSDARG00000095090	ENSDART00000144220	2	37140423	-
ENSDARG00000095092	ENSDART00000140368	14	34512859	-
ENSDARG00000095093	ENSDART00000144413	2	19578079	+
ENSDARG00000095098	ENSDART00000141515	11	38899816	-
ENSDARG00000095102	ENSDART00000142874	1	1904419	+
ENSDARG00000095106	ENSDART00000136778	4	48497622	-
ENSDARG00000095120	ENSDART00000136344	22	4864036	-
ENSDARG00000095125	ENSDART00000133293	20	26892761	+
ENSDARG00000095126	ENSDART00000150675	4	60934218	+
ENSDARG00000095132	ENSDART00000182532	4	45041873	-
ENSDARG00000095135	ENSDART00000115002	4	73488406	-
ENSDARG00000095136	ENSDART00000140636	5	46293850	+
ENSDARG00000095142	ENSDART00000186055	5	32835219	+
ENSDARG00000095150	ENSDART00000136260	5	23179335	-
ENSDARG00000095152	ENSDART00000159965	16	34479064	+
ENSDARG00000095157	ENSDART00000140423	13	856701	-
ENSDARG00000095170	ENSDART00000157817	6	15604417	-
ENSDARG00000095174	ENSDART00000138483	22	17652914	-
ENSDARG00000095179	ENSDART00000144500	1	2334254	-
ENSDARG00000095185	ENSDART00000144116	21	39292266	+
ENSDARG00000095189	ENSDART00000135759	1	27542119	-
ENSDARG00000095193	ENSDART00000185211	8	22404981	+
ENSDARG00000095200	ENSDART00000185457	4	49801268	-
ENSDARG00000095212	ENSDART00000162335	15	660394	-
ENSDARG00000095217	ENSDART00000075210	22	237651	-
ENSDARG00000095224	ENSDART00000191587	13	10620794	-
ENSDARG00000095241	ENSDART00000136287	23	4348265	+
ENSDARG00000095245	ENSDART00000154930	24	5826005	+
ENSDARG00000095250	ENSDART00000108557	7	4625915	+
ENSDARG00000095252	ENSDART00000146058	24	22485710	+
ENSDARG00000095254	ENSDART00000166798	12	16595406	-
ENSDARG00000095268	ENSDART00000134811	23	32499916	+
ENSDARG00000095273	ENSDART00000138236	21	28496194	+
ENSDARG00000095275	ENSDART00000185091	4	35189063	+
ENSDARG00000095281	ENSDART00000179773	24	9991286	-
ENSDARG00000095283	ENSDART00000184195	13	44842884	-
ENSDARG00000095288	ENSDART00000165119	5	19320554	+
ENSDARG00000095293	ENSDART00000193974	4	32642681	-
ENSDARG00000095295	ENSDART00000188536	22	5919307	-
ENSDARG00000095298	ENSDART00000155464	15	41749364	-
ENSDARG00000095300	ENSDART00000144804	12	20667301	+
ENSDARG00000095304	ENSDART00000164363	5	42272550	-
ENSDARG00000095308	ENSDART00000139035	5	29784172	+
ENSDARG00000095312	ENSDART00000189047	3	54776117	+
ENSDARG00000095314	ENSDART00000109783	13	9111927	-
ENSDARG00000095322	ENSDART00000133550	23	19106148	+
ENSDARG00000095324	ENSDART00000140613	4	5215950	+
ENSDARG00000095326	ENSDART00000145641	7	3884424	-
ENSDARG00000095328	ENSDART00000132591	19	42238440	-
ENSDARG00000095332	ENSDART00000189559	4	5370859	-
ENSDARG00000095333	ENSDART00000178238	24	5811350	+
ENSDARG00000095339	ENSDART00000133031	14	6666854	-
ENSDARG00000095347	ENSDART00000147001	20	18551657	+
ENSDARG00000095369	ENSDART00000141002	5	43870389	+
ENSDARG00000095378	ENSDART00000148352	13	31285660	+
ENSDARG00000095386	ENSDART00000137222	18	44285539	-
ENSDARG00000095400	ENSDART00000133281	10	26667475	+
ENSDARG00000095401	ENSDART00000179961	22	6321038	+
ENSDARG00000095407	ENSDART00000139044	1	44812014	-
ENSDARG00000095415	ENSDART00000147875	5	57480660	-
ENSDARG00000095417	ENSDART00000142844	21	21685228	+
ENSDARG00000095445	ENSDART00000137165	8	33105974	+
ENSDARG00000095451	ENSDART00000145660	18	24996634	-
ENSDARG00000095453	ENSDART00000140935	23	20345473	-
ENSDARG00000095459	ENSDART00000144938	21	21344368	+
ENSDARG00000095462	ENSDART00000132049	22	7472420	+
ENSDARG00000095464	ENSDART00000137543	5	10046643	+
ENSDARG00000095481	ENSDART00000137369	7	4824882	+
ENSDARG00000095482	ENSDART00000134588	1	11631634	-
ENSDARG00000095486	ENSDART00000174249	4	77116266	-
ENSDARG00000095493	ENSDART00000140839	22	4784658	-
ENSDARG00000095497	ENSDART00000135573	13	44834895	-
ENSDARG00000095502	ENSDART00000138854	10	14210667	+
ENSDARG00000095504	ENSDART00000133135	9	12888082	-
ENSDARG00000095510	ENSDART00000135473	23	4274321	+
ENSDARG00000095515	ENSDART00000172006	5	51209101	-
ENSDARG00000095521	ENSDART00000150417	4	33373100	+
ENSDARG00000095522	ENSDART00000140175	16	22022456	-
ENSDARG00000095538	ENSDART00000143492	5	24231139	-
ENSDARG00000095539	ENSDART00000141736	8	20994433	+
ENSDARG00000095540	ENSDART00000137289	11	13618412	-
ENSDARG00000095545	ENSDART00000147176	13	9236908	-
ENSDARG00000095549	ENSDART00000134171	2	7289403	-
ENSDARG00000095553	ENSDART00000144107	16	22781446	-
ENSDARG00000095559	ENSDART00000131236	11	6650966	+
ENSDARG00000095562	ENSDART00000097608	5	39875646	+
ENSDARG00000095577	ENSDART00000136599	9	3496579	-
ENSDARG00000095580	ENSDART00000148055	9	14152211	+
ENSDARG00000095586	ENSDART00000146419	25	24233884	-
ENSDARG00000095590	ENSDART00000133225	1	29747702	-
ENSDARG00000095593	ENSDART00000137138	1	21723329	-
ENSDARG00000095594	ENSDART00000141868	10	16067194	-
ENSDARG00000095603	ENSDART00000134944	12	18578597	+
ENSDARG00000095606	ENSDART00000143026	20	7180298	+
ENSDARG00000095609	ENSDART00000136155	24	6029314	-
ENSDARG00000095614	ENSDART00000134656	2	1001560	+
ENSDARG00000095615	ENSDART00000134980	16	20312146	-
