Gene	start	end	length
ENSDARG00000093531	9281991	9285174	3183
ENSDARG00000063570	62369	76367	13998
ENSDARG00000099727	42930353	43029001	98648
ENSDARG00000056511	26800213	26811397	11184
ENSDARG00000104458	22916113	22918214	2101
ENSDARG00000099273	22918338	22926039	7701
ENSDARG00000002271	15603082	15613302	10220
ENSDARG00000009806	39893439	39905253	11814
ENSDARG00000003259	7738540	7756876	18336
ENSDARG00000077622	26813710	26822190	8480
ENSDARG00000013024	2899108	2921297	22189
ENSDARG00000006896	9372702	9395220	22518
ENSDARG00000062765	20543279	20588889	45610
ENSDARG00000034174	9305050	9346360	41310
ENSDARG00000044255	9346383	9370944	24561
ENSDARG00000018065	29963518	30589172	625654
ENSDARG00000086665	23022263	23026529	4266
ENSDARG00000069109	26827113	26832044	4931
ENSDARG00000096973	23034329	23038983	4654
ENSDARG00000062873	17485945	17501528	15583
ENSDARG00000069106	26834985	26837173	2188
ENSDARG00000075383	40160502	40275314	114812
ENSDARG00000043729	11382365	11385155	2790
ENSDARG00000104846	43037064	43076207	39143
ENSDARG00000079862	34001444	34026125	24681
ENSDARG00000098338	7769814	7772434	2620
ENSDARG00000055969	34021368	34033680	12312
ENSDARG00000057110	23060391	23069323	8932
ENSDARG00000075650	76864	81705	4841
ENSDARG00000104682	6318227	6375394	57167
ENSDARG00000079895	26871486	26925511	54025
ENSDARG00000044282	15617741	15644974	27233
ENSDARG00000043728	11394528	11397590	3062
ENSDARG00000097136	26892567	26895076	2509
ENSDARG00000010732	43088270	43184354	96084
ENSDARG00000043727	11398111	11501424	103313
ENSDARG00000013005	30617826	30785501	167675
ENSDARG00000034825	36439293	36455985	16692
ENSDARG00000035914	43110788	43117644	6856
ENSDARG00000043898	24762216	24765988	3772
ENSDARG00000004627	30997238	31016806	19568
ENSDARG00000019521	7778870	7785945	7075
ENSDARG00000042791	40284003	40317479	33476
ENSDARG00000086075	81897	108952	27055
ENSDARG00000088831	20608676	20626795	18119
ENSDARG00000077515	20589969	20609075	19106
ENSDARG00000005108	2924775	2943474	18699
ENSDARG00000095640	24778289	24784446	6157
ENSDARG00000043894	24935765	24937070	1305
ENSDARG00000055349	31019607	31220558	200951
ENSDARG00000077962	40321067	40328989	7922
ENSDARG00000039354	17543276	17550931	7655
ENSDARG00000095267	17533610	17543022	9412
ENSDARG00000102034	24959246	24961310	2064
ENSDARG00000054755	36458563	36463715	5152
ENSDARG00000027129	31222433	31230014	7581
ENSDARG00000041982	11593998	11761927	167929
ENSDARG00000093073	11761380	11764439	3059
ENSDARG00000009401	43188678	43263885	75207
ENSDARG00000056479	26926654	26933708	7054
ENSDARG00000100633	6383270	6409781	26511
ENSDARG00000111623	40331191	40366397	35206
ENSDARG00000029461	24971473	25028527	57054
ENSDARG00000057105	23070741	23099869	29128
ENSDARG00000092951	34035689	34043319	7630
ENSDARG00000003984	23099365	23143104	43739
ENSDARG00000033610	9397305	9410068	12763
ENSDARG00000038805	110868	116036	5168
ENSDARG00000025076	2943676	2971407	27731
ENSDARG00000044048	20628698	20632779	4081
ENSDARG00000068817	34043561	34046757	3196
ENSDARG00000102300	6417356	6454386	37030
ENSDARG00000086493	25035459	25069207	33748
ENSDARG00000057665	20635960	20637098	1138
ENSDARG00000068516	43269918	43334999	65081
ENSDARG00000094708	7798087	7805010	6923
ENSDARG00000009387	31244619	31284790	40171
ENSDARG00000092847	31263274	31294777	31503
ENSDARG00000058041	9410304	9419994	9690
ENSDARG00000075747	2975974	3026523	50549
ENSDARG00000104242	6473092	6494070	20978
ENSDARG00000060877	43355895	43404027	48132
ENSDARG00000073696	26944418	26961209	16791
ENSDARG00000112207	34147484	34150672	3188
ENSDARG00000092589	34120543	34150577	30034
ENSDARG00000116394	34059007	34067286	8279
ENSDARG00000088743	34175476	34220241	44765
ENSDARG00000073665	43406796	43450588	43792
ENSDARG00000115302	34104733	34107919	3186
ENSDARG00000092826	9534615	9538335	3720
ENSDARG00000094713	34067879	34086349	18470
ENSDARG00000103980	187760	196815	9055
ENSDARG00000068819	34151286	34171425	20139
ENSDARG00000092625	34047352	34104491	57139
ENSDARG00000109890	34171674	34223567	51893
ENSDARG00000063161	11767791	11788565	20774
ENSDARG00000093522	34108541	34120301	11760
ENSDARG00000068800	34124421	34147245	22824
ENSDARG00000061052	36475860	36547128	71268
ENSDARG00000095054	34187231	34200750	13519
ENSDARG00000098865	34047360	34058765	11405
ENSDARG00000109962	34220492	34243269	22777
ENSDARG00000100742	6496185	6518065	21880
ENSDARG00000044044	20641001	20650302	9301
ENSDARG00000117202	34086591	34107919	21328
ENSDARG00000073721	17552733	17587832	35099
ENSDARG00000054261	40378761	40380136	1375
ENSDARG00000098512	43499821	43540196	40375
ENSDARG00000095035	40401858	40402904	1046
ENSDARG00000032816	26972755	26978376	5621
ENSDARG00000096070	40405283	40406314	1031
ENSDARG00000044261	9550419	9571012	20593
ENSDARG00000062016	26961965	26972430	10465
ENSDARG00000029764	43544814	43655449	110635
ENSDARG00000040334	7810455	7821686	11231
ENSDARG00000073695	15648857	15672862	24005
ENSDARG00000077086	3031636	3033270	1634
ENSDARG00000040620	206996	210703	3707
ENSDARG00000017880	20653716	20706270	52554
ENSDARG00000093897	40418807	40419059	252
ENSDARG00000095156	40420052	40421059	1007
ENSDARG00000011825	43705795	43759532	53737
ENSDARG00000103787	6521376	6588793	67417
ENSDARG00000059048	213878	223885	10007
ENSDARG00000063050	9595575	9655820	60245
ENSDARG00000069420	11790881	11840353	49472
ENSDARG00000095853	6625785	6630364	4579
ENSDARG00000094797	40471629	40471895	266
ENSDARG00000063577	236457	244745	8288
ENSDARG00000095927	6613279	6618833	5554
ENSDARG00000095948	6611075	6638235	27160
ENSDARG00000074328	15777064	15813279	36215
ENSDARG00000099840	13000370	13064110	63740
ENSDARG00000009930	23216678	23379146	162468
ENSDARG00000078542	7831439	7858553	27114
ENSDARG00000043148	36558804	36592486	33682
ENSDARG00000069323	23441488	23443074	1586
ENSDARG00000014939	17592273	17674345	82072
ENSDARG00000036028	43761480	43771447	9967
ENSDARG00000040621	252425	257043	4618
ENSDARG00000062720	20920364	21054059	133695
ENSDARG00000030805	26982254	26985231	2977
ENSDARG00000074652	7875076	7892192	17116
ENSDARG00000092096	7870627	7892684	22057
ENSDARG00000021455	9834896	10018794	183898
ENSDARG00000111001	40472282	40484640	12358
ENSDARG00000098764	13080092	13179077	98985
ENSDARG00000059059	284303	302827	18524
ENSDARG00000093503	36627741	36633926	6185
ENSDARG00000068640	36613004	36633882	20878
ENSDARG00000063309	15815865	15879569	63704
ENSDARG00000025150	23502026	23505767	3741
ENSDARG00000027523	21395298	21428998	33700
ENSDARG00000017168	43797130	43808197	11067
ENSDARG00000043663	26990095	26992003	1908
ENSDARG00000092387	26991805	26997344	5539
ENSDARG00000094461	21397367	21404971	7604
ENSDARG00000095585	43831882	43832668	786
ENSDARG00000075446	3364650	3394290	29640
ENSDARG00000039345	17681074	17691171	10097
ENSDARG00000073675	43838563	43850304	11741
ENSDARG00000060871	43862964	43928937	65973
ENSDARG00000092800	23933778	24049195	115417
ENSDARG00000086718	23992381	23992699	318
ENSDARG00000029051	24048663	24298042	249379
ENSDARG00000092787	26998414	26999482	1068
ENSDARG00000036031	43936252	43964028	27776
ENSDARG00000095610	27000562	27002041	1479
ENSDARG00000094490	40513612	40514643	1031
ENSDARG00000103006	375042	382616	7574
ENSDARG00000093382	27006266	27009584	3318
ENSDARG00000009459	7901012	7913591	12579
ENSDARG00000094870	40520823	40521100	277
ENSDARG00000054254	40523707	40524741	1034
ENSDARG00000053487	7916720	7974155	57435
ENSDARG00000092401	40550730	40550954	224
ENSDARG00000079542	34315719	34404768	89049
ENSDARG00000075780	6641514	6646684	5170
ENSDARG00000095385	15937277	15963981	26704
ENSDARG00000043662	27028019	27049170	21151
ENSDARG00000044295	15881309	15919839	38530
ENSDARG00000087585	399363	400213	850
ENSDARG00000097029	36654197	36662600	8403
ENSDARG00000091209	36650222	36656693	6471
ENSDARG00000020334	3428194	3455639	27445
ENSDARG00000094692	43993352	44024651	31299
ENSDARG00000068507	44021147	44027391	6244
ENSDARG00000026908	3419832	3427630	7798
ENSDARG00000030781	43999263	44017665	18402
ENSDARG00000009864	3397871	3416258	18387
ENSDARG00000017230	21444654	21470593	25939
ENSDARG00000014059	43994471	43996117	1646
ENSDARG00000087910	406146	417188	11042
ENSDARG00000043976	21434649	21444731	10082
ENSDARG00000061993	27052642	27058986	6344
ENSDARG00000043154	36662640	36673388	10748
ENSDARG00000095973	6661059	6662868	1809
ENSDARG00000043157	36673387	36682522	9135
ENSDARG00000042872	428269	454622	26353
ENSDARG00000095953	6664911	6670283	5372
ENSDARG00000055433	31800212	31805923	5711
ENSDARG00000074858	17700016	17710637	10621
ENSDARG00000095144	25494173	25499474	5301
ENSDARG00000069139	25402463	25570647	168184
ENSDARG00000061549	31809226	31861474	52248
ENSDARG00000020258	7975585	7988417	12832
ENSDARG00000076269	40623414	40628487	5073
ENSDARG00000070080	34426256	34734995	308739
ENSDARG00000076560	15967341	15997914	30573
ENSDARG00000095785	6677673	6679486	1813
ENSDARG00000004363	31938796	32041846	103050
ENSDARG00000092740	6681523	6686975	5452
ENSDARG00000014793	27068251	27093034	24783
ENSDARG00000010641	17713022	17728165	15143
ENSDARG00000043658	27096043	27158240	62197
ENSDARG00000074329	466926	505370	38444
ENSDARG00000069601	4940767	4961929	21162
ENSDARG00000074072	6693518	6695332	1814
ENSDARG00000086112	32050906	32058078	7172
ENSDARG00000116284	40660772	40661767	995
ENSDARG00000093688	4962731	4963270	539
ENSDARG00000035167	36684000	36691681	7681
ENSDARG00000000804	13209580	13236012	26432
ENSDARG00000074425	13236100	13239367	3267
ENSDARG00000076345	40670847	40672605	1758
ENSDARG00000104094	44057177	44198211	141034
ENSDARG00000079815	4964463	4969208	4745
ENSDARG00000042489	32058692	32064405	5713
ENSDARG00000028099	10210455	10274162	63707
ENSDARG00000056427	27182704	27741793	559089
ENSDARG00000103714	36695597	36711701	16104
ENSDARG00000095223	506538	512306	5768
ENSDARG00000087639	27738239	27741809	3570
ENSDARG00000010712	518546	532628	14082
ENSDARG00000063665	4969634	4980150	10516
ENSDARG00000043962	21471316	21484065	12749
ENSDARG00000000142	13279079	13287169	8090
ENSDARG00000042492	32066355	32072789	6434
ENSDARG00000018426	16006905	16028082	21177
ENSDARG00000091198	10313024	10326025	13001
ENSDARG00000088502	36720166	36726188	6022
ENSDARG00000095365	10319308	10332427	13119
ENSDARG00000097502	36726238	36733011	6773
ENSDARG00000035538	7988746	8033468	44722
ENSDARG00000063519	36731039	36738642	7603
ENSDARG00000078430	25572372	25657506	85134
ENSDARG00000014796	32104305	32123204	18899
ENSDARG00000115081	40768203	40769264	1061
ENSDARG00000026736	13305610	13396720	91110
ENSDARG00000069085	27977373	28028999	51626
ENSDARG00000027639	21541925	21545117	3192
ENSDARG00000093230	40792078	40799857	7779
ENSDARG00000054155	40821804	40826657	4853
ENSDARG00000054160	40786196	40819136	32940
ENSDARG00000104598	21559605	21648767	89162
ENSDARG00000097170	21563986	21649172	85186
ENSDARG00000103602	21559605	21648767	89162
ENSDARG00000095302	21570196	21573457	3261
ENSDARG00000018856	34737322	34871737	134415
ENSDARG00000028661	13460130	13772861	312731
ENSDARG00000092880	4986050	4987483	1433
ENSDARG00000086996	4987766	4996049	8283
ENSDARG00000023815	32264857	32494499	229642
ENSDARG00000095294	17731293	17745374	14081
ENSDARG00000068465	8045364	8046764	1400
ENSDARG00000095502	14210667	14212801	2134
ENSDARG00000059246	5000623	5020378	19755
ENSDARG00000100670	21804772	21820057	15285
ENSDARG00000079049	10351685	10380131	28446
ENSDARG00000003429	5017216	5024520	7304
ENSDARG00000099931	21786656	21820057	33401
ENSDARG00000091558	8051616	8053753	2137
ENSDARG00000103950	21793670	21820057	26387
ENSDARG00000101307	21677058	21818583	141525
ENSDARG00000102726	21670831	21674458	3627
ENSDARG00000103013	21730585	21820133	89548
ENSDARG00000091428	36741502	36778514	37012
ENSDARG00000099646	21660447	21820057	159610
ENSDARG00000101665	21708463	21820133	111670
ENSDARG00000104497	21796477	21820133	23656
ENSDARG00000057519	21701551	21820133	118582
ENSDARG00000034403	8077969	8079737	1768
ENSDARG00000104007	21650828	21820057	169229
ENSDARG00000104826	21789954	21820133	30179
ENSDARG00000053448	8058850	8079830	20980
ENSDARG00000101865	21801030	21820133	19103
ENSDARG00000089570	34872195	34889053	16858
ENSDARG00000101232	21656654	21820057	163403
ENSDARG00000099035	21783213	21820002	36789
ENSDARG00000088475	21718468	21818583	100115
ENSDARG00000102385	21814475	21843727	29252
ENSDARG00000098963	21722892	21725312	2420
ENSDARG00000104057	21726853	21729246	2393
ENSDARG00000100829	21807497	21820057	12560
ENSDARG00000099447	21737745	21820057	82312
ENSDARG00000054203	40951697	40968095	16398
ENSDARG00000043848	25694395	25699454	5059
ENSDARG00000028053	40848354	40939706	91352
ENSDARG00000077093	25697636	25716953	19317
ENSDARG00000026322	36795861	36808348	12487
ENSDARG00000075752	36950773	37075361	124588
ENSDARG00000043236	34905980	34916208	10228
ENSDARG00000100876	36828069	36927594	99525
ENSDARG00000069543	14263684	14488518	224834
ENSDARG00000068782	34889328	34907477	18149
ENSDARG00000097240	36805085	36983618	178533
ENSDARG00000018846	32501961	32524771	22810
ENSDARG00000074303	36811372	36825984	14612
ENSDARG00000097288	37041078	37042232	1154
ENSDARG00000074521	32560667	32601380	40713
ENSDARG00000019228	32534814	32610776	75962
ENSDARG00000074075	40973524	41046775	73251
ENSDARG00000011418	14488625	14494239	5614
ENSDARG00000021938	34960751	35002459	41708
ENSDARG00000043232	34937548	34951865	14317
ENSDARG00000098015	34951060	34959178	8118
ENSDARG00000061235	34984617	35002731	18114
ENSDARG00000076891	34958583	34961758	3175
ENSDARG00000012275	14499201	14521190	21989
ENSDARG00000026198	5025696	5037449	11753
ENSDARG00000069446	10564261	10607118	42857
ENSDARG00000068923	32613706	32639941	26235
ENSDARG00000058102	10386435	10564968	178533
ENSDARG00000043285	32646402	32648803	2401
ENSDARG00000043287	32657496	32663759	6263
ENSDARG00000068919	32662886	32672508	9622
ENSDARG00000068755	35002786	35011502	8716
ENSDARG00000006389	14871136	14943281	72145
ENSDARG00000095137	14936045	14940346	4301
ENSDARG00000008247	37083654	37126562	42908
ENSDARG00000078658	35012094	35052198	40104
ENSDARG00000069590	5041977	5058823	16846
ENSDARG00000091531	5060191	5090392	30201
ENSDARG00000021082	5092511	5135788	43277
ENSDARG00000052658	8437930	8468949	31019
ENSDARG00000111759	44462447	44467384	4937
ENSDARG00000058476	42677891	42685512	7621
ENSDARG00000076529	4095917	4112836	16919
ENSDARG00000078447	8416117	8434816	18699
ENSDARG00000107280	21938762	21941443	2681
ENSDARG00000103981	37927100	37928125	1025
ENSDARG00000043357	33253952	33265566	11614
ENSDARG00000102680	23553533	23559544	6011
ENSDARG00000069726	644574	690170	45596
ENSDARG00000116680	3299829	3322338	22509
ENSDARG00000105231	44363195	44373370	10175
ENSDARG00000045888	38663917	38698966	35049
ENSDARG00000116988	42873163	42882215	9052
ENSDARG00000010023	2499383	2527342	27959
ENSDARG00000074732	8481660	8484001	2341
ENSDARG00000109823	2680079	2682198	2119
ENSDARG00000057090	23548674	23550956	2282
ENSDARG00000099913	44373349	44378081	4732
ENSDARG00000114981	31344227	31345690	1463
ENSDARG00000112729	805244	805359	115
ENSDARG00000114063	15064433	15076420	11987
ENSDARG00000100642	4235998	4259274	23276
ENSDARG00000112454	21913105	21955231	42126
ENSDARG00000036974	116115	120580	4465
ENSDARG00000078394	19569052	19570346	1294
ENSDARG00000110346	589501	591847	2346
ENSDARG00000058988	158590	159597	1007
ENSDARG00000103660	8343188	8343305	117
ENSDARG00000099080	44309997	44355534	45537
ENSDARG00000111877	33240410	33251876	11466
ENSDARG00000108401	38560032	38586660	26628
ENSDARG00000024548	44042033	44051808	9775
ENSDARG00000116577	11774405	11774519	114
ENSDARG00000069157	25312337	25328814	16477
ENSDARG00000114038	33367355	33379850	12495
ENSDARG00000106982	14732283	14732399	116
ENSDARG00000114036	27021164	27043164	22000
ENSDARG00000012395	38593645	38602561	8916
ENSDARG00000116938	29333059	29333175	116
ENSDARG00000111041	20908442	20908556	114
ENSDARG00000069472	16592851	16748593	155742
ENSDARG00000003934	2582254	2585625	3371
ENSDARG00000010145	3322663	3332362	9699
ENSDARG00000086266	42159471	42162806	3335
ENSDARG00000103049	28392426	28395620	3194
ENSDARG00000106627	44907768	44907883	115
ENSDARG00000079129	1294463	1320114	25651
ENSDARG00000058284	12517059	12730451	213392
ENSDARG00000106506	22752232	22752348	116
ENSDARG00000031749	1899595	1900662	1067
ENSDARG00000025220	17235370	17433878	198508
ENSDARG00000058949	2568793	2575387	6594
ENSDARG00000103052	7653184	7671219	18035
ENSDARG00000111666	28292843	28292959	116
ENSDARG00000041378	6967293	6976645	9352
ENSDARG00000091128	41668483	41735503	67020
ENSDARG00000087709	25108853	25204034	95181
ENSDARG00000004445	25219728	25272236	52508
ENSDARG00000116400	18557102	18559413	2311
ENSDARG00000054036	41765616	41817109	51493
ENSDARG00000074914	360237	373575	13338
ENSDARG00000116352	21236564	21236678	114
ENSDARG00000076381	3268581	3295197	26616
ENSDARG00000043465	19554604	19566474	11870
ENSDARG00000109770	45371044	45379831	8787
ENSDARG00000076858	20256454	20257175	721
ENSDARG00000074456	2684958	2691375	6417
ENSDARG00000102127	304596	309894	5298
ENSDARG00000021697	41926888	41940302	13414
ENSDARG00000099156	36037977	36063414	25437
ENSDARG00000112826	24865535	24868581	3046
ENSDARG00000087243	42740862	42759918	19056
ENSDARG00000014550	600164	641609	41445
ENSDARG00000090752	4499943	4508530	8587
ENSDARG00000109022	1434956	1523289	88333
ENSDARG00000039601	14542726	14545658	2932
ENSDARG00000075802	4279521	4316015	36494
ENSDARG00000079474	31624143	31634427	10284
ENSDARG00000080851	27063174	27063257	83
ENSDARG00000088727	23520952	23523315	2363
ENSDARG00000036005	4046448	4085216	38768
ENSDARG00000109946	22097328	22106331	9003
ENSDARG00000069190	22501763	22506044	4281
ENSDARG00000063436	3507861	3510876	3015
ENSDARG00000100197	334627	349756	15129
ENSDARG00000109594	9913063	9913177	114
ENSDARG00000104560	12648430	12652512	4082
ENSDARG00000089340	42678520	42716739	38219
ENSDARG00000054050	19525839	19551118	25279
ENSDARG00000111843	38548089	38548205	116
ENSDARG00000111769	29473342	29473456	114
ENSDARG00000103994	45345574	45352279	6705
ENSDARG00000099175	36026576	36032038	5462
ENSDARG00000040326	8154874	8197049	42175
ENSDARG00000079713	2669405	2671295	1890
ENSDARG00000112040	21861451	21890216	28765
ENSDARG00000055279	39178450	39198942	20492
ENSDARG00000010729	4367430	4375190	7760
ENSDARG00000082257	10329464	10329554	90
ENSDARG00000083269	17695265	17695340	75
ENSDARG00000081351	30736148	30736268	120
ENSDARG00000101282	44296863	44341288	44425
ENSDARG00000069143	25355308	25369173	13865
ENSDARG00000103135	16857529	16868211	10682
ENSDARG00000061956	29259882	29264023	4141
ENSDARG00000099875	45237956	45238042	86
ENSDARG00000115248	44302220	44306636	4416
ENSDARG00000111089	42911933	42912047	114
ENSDARG00000043371	33382858	33394568	11710
ENSDARG00000082187	28198894	28199041	147
ENSDARG00000085822	35654245	35654354	109
ENSDARG00000077039	31646020	31726486	80466
ENSDARG00000109514	17123368	17123500	132
ENSDARG00000060688	40836378	40851677	15299
ENSDARG00000111524	22271789	22271903	114
ENSDARG00000078922	16584382	16587854	3472
ENSDARG00000109303	20483814	20483930	116
ENSDARG00000081078	28252678	28252795	117
ENSDARG00000114742	44513231	44517186	3955
ENSDARG00000114663	9016721	9016837	116
ENSDARG00000103546	44979533	44981295	1762
ENSDARG00000060983	36092564	36106146	13582
ENSDARG00000113479	2573161	2603801	30640
ENSDARG00000109233	563252	566607	3355
ENSDARG00000023174	31738501	31782616	44115
ENSDARG00000098700	44955106	44964776	9670
ENSDARG00000087341	1052591	1107558	54967
ENSDARG00000114920	3875716	4039786	164070
ENSDARG00000087245	23537576	23541888	4312
ENSDARG00000082008	29852147	29852242	95
ENSDARG00000055973	33999869	34002185	2316
ENSDARG00000088927	26935155	26941550	6395
ENSDARG00000103752	44503819	44508249	4430
ENSDARG00000079251	22381802	22478129	96327
ENSDARG00000035095	1955475	1961930	6455
ENSDARG00000054534	42903091	42923385	20294
ENSDARG00000106229	35620333	35620449	116
ENSDARG00000103600	5667401	5684326	16925
ENSDARG00000039934	53587	57270	3683
ENSDARG00000114777	11498693	11498809	116
ENSDARG00000107970	28922135	28922251	116
ENSDARG00000024728	14525184	14540443	15259
ENSDARG00000044010	20407888	20445549	37661
ENSDARG00000058985	124995	135432	10437
ENSDARG00000113307	23417833	23417947	114
ENSDARG00000115442	26306229	26306343	114
ENSDARG00000106421	11115854	11115970	116
ENSDARG00000106135	24383266	24383381	115
ENSDARG00000069615	3111004	3129887	18883
ENSDARG00000089307	8656417	8657684	1267
ENSDARG00000115315	8146348	8153043	6695
ENSDARG00000108643	3408783	3408900	117
ENSDARG00000090886	2529037	2550378	21341
ENSDARG00000099690	323401	342564	19163
ENSDARG00000112930	21668606	21676419	7813
ENSDARG00000089327	29840725	29848513	7788
ENSDARG00000078056	17102902	17103651	749
ENSDARG00000076949	19595009	19598009	3000
ENSDARG00000014506	29269998	29272757	2759
ENSDARG00000099113	16911951	17019944	107993
ENSDARG00000111734	19596214	19598009	1795
ENSDARG00000027169	25214270	25217347	3077
ENSDARG00000075422	26987108	26989875	2767
ENSDARG00000110972	17890089	17890203	114
ENSDARG00000112575	42169982	42179824	9842
ENSDARG00000046054	16473923	16495597	21674
ENSDARG00000115047	29850572	29850667	95
ENSDARG00000102380	44940693	44942231	1538
ENSDARG00000082850	22847272	22847404	132
ENSDARG00000081488	17454490	17454572	82
ENSDARG00000098401	7671260	7672949	1689
ENSDARG00000113000	24353750	24353866	116
ENSDARG00000082938	33377130	33377214	84
ENSDARG00000007531	42898103	42903716	5613
ENSDARG00000077304	161660	167782	6122
ENSDARG00000075226	573667	590083	16416
ENSDARG00000116637	2688565	2688681	116
ENSDARG00000099844	17254502	17284055	29553
ENSDARG00000089361	2587234	2595731	8497
ENSDARG00000079681	19573791	19575962	2171
ENSDARG00000113306	15187316	15190407	3091
ENSDARG00000110273	7009374	7009490	116
ENSDARG00000075054	3049636	3106762	57126
ENSDARG00000083557	38051652	38051766	114
ENSDARG00000116183	32395780	32395896	116
ENSDARG00000073753	20460551	20481763	21212
ENSDARG00000076724	3187289	3258073	70784
ENSDARG00000078258	41549819	41609165	59346
ENSDARG00000008560	3336772	3359189	22417
ENSDARG00000053963	44552548	44560302	7754
ENSDARG00000006253	2695464	2713240	17776
ENSDARG00000116491	44984946	44998452	13506
ENSDARG00000108637	5950463	5950578	115
ENSDARG00000089119	35644719	35644798	79
ENSDARG00000082262	33376818	33376941	123
ENSDARG00000116784	9141565	9141679	114
ENSDARG00000055622	33393829	33403522	9693
ENSDARG00000098867	33269371	33297864	28493
ENSDARG00000112087	3133098	3138859	5761
ENSDARG00000003157	8034688	8041948	7260
ENSDARG00000105041	16756546	16757842	1296
ENSDARG00000098967	9697097	9810597	113500
ENSDARG00000045887	38643304	38663746	20442
ENSDARG00000063614	14547941	14556978	9037
ENSDARG00000109511	33002319	33002433	114
ENSDARG00000082394	17453363	17453503	140
ENSDARG00000090219	42762454	42776344	13890
ENSDARG00000111130	31692662	31692776	114
ENSDARG00000017067	25204626	25213025	8399
ENSDARG00000087414	16575078	16575175	97
ENSDARG00000068593	42887204	42898220	11016
ENSDARG00000114472	16188761	16192613	3852
ENSDARG00000109923	41839919	41840033	114
ENSDARG00000100322	7255695	7264766	9071
ENSDARG00000102742	1082961	1180314	97353
ENSDARG00000005645	31298972	31563049	264077
ENSDARG00000040535	8298984	8358396	59412
ENSDARG00000114812	7884128	7885654	1526
ENSDARG00000062592	33171501	33179988	8487
ENSDARG00000077179	29226180	29236860	10680
ENSDARG00000079483	44408675	44411032	2357
ENSDARG00000116494	34236168	34236424	256
ENSDARG00000069333	22960380	22970723	10343
ENSDARG00000098686	38708099	38729185	21086
ENSDARG00000113322	36960576	36960690	114
ENSDARG00000116937	39952995	40113996	161001
ENSDARG00000111240	36784756	36793412	8656
ENSDARG00000008948	3520256	3532997	12741
ENSDARG00000032353	15970	22780	6810
ENSDARG00000103612	311722	322769	11047
ENSDARG00000020948	7673446	7702029	28583
ENSDARG00000075229	4924388	4934610	10222
ENSDARG00000112294	24684799	24686503	1704
ENSDARG00000032769	6907715	6944407	36692
ENSDARG00000107965	3768651	3768766	115
ENSDARG00000116344	42733210	42740662	7452
ENSDARG00000102251	5644356	5655109	10753
ENSDARG00000060627	44473851	44482911	9060
ENSDARG00000113928	39164638	39179337	14699
ENSDARG00000002196	25369254	25385009	15755
ENSDARG00000116593	20033900	20065149	31249
ENSDARG00000036359	23088	28198	5110
ENSDARG00000058946	2600830	2667208	66378
ENSDARG00000117144	22494826	22497980	3154
ENSDARG00000085561	13305065	13305183	118
ENSDARG00000082628	211782	211947	165
ENSDARG00000107353	21511495	21521507	10012
ENSDARG00000085090	17627128	17627253	125
ENSDARG00000100497	3145707	3155957	10250
ENSDARG00000090368	35645017	35645135	118
ENSDARG00000080041	27063354	27063438	84
ENSDARG00000104450	17026870	17062546	35676
ENSDARG00000099005	4806323	4831218	24895
ENSDARG00000105000	33305978	33343244	37266
ENSDARG00000037229	44437080	44444714	7634
ENSDARG00000107368	36163179	36163294	115
ENSDARG00000110014	40903121	40903237	116
ENSDARG00000080633	17127316	17127448	132
ENSDARG00000113056	29851000	29851095	95
ENSDARG00000110968	38683666	38683780	114
ENSDARG00000089562	21522545	21530675	8130
ENSDARG00000008243	25325808	25343521	17713
ENSDARG00000112889	25272355	25283609	11254
ENSDARG00000102803	44239844	44241119	1275
ENSDARG00000114451	38610741	38620514	9773
ENSDARG00000088219	23511816	23519898	8082
ENSDARG00000069608	4874542	4911001	36459
ENSDARG00000027600	1187653	1276046	88393
ENSDARG00000111286	20684036	20684150	114
ENSDARG00000083420	33377001	33377086	85
ENSDARG00000116971	29708068	29708182	114
ENSDARG00000087961	21359062	21362320	3258
ENSDARG00000107613	339912	340027	115
ENSDARG00000117824	32901	45486	12585
ENSDARG00000117666	1541263	1544095	2832
ENSDARG00000117545	1544163	1552789	8626
ENSDARG00000117546	1982550	1991468	8918
ENSDARG00000117790	10178101	10195602	17501
ENSDARG00000117593	15082410	15086297	3887
ENSDARG00000117452	18798927	18802350	3423
ENSDARG00000117285	19583289	19589733	6444
ENSDARG00000117243	19602334	19615527	13193
ENSDARG00000117611	22938231	22956370	18139
ENSDARG00000117627	30978386	30988104	9718
ENSDARG00000117222	33361020	33364108	3088
ENSDARG00000117621	38040366	38168078	127712
ENSDARG00000117767	38749266	38760444	11178
ENSDARG00000117289	42799115	42870149	71034
ENSDARG00000117530	44242236	44253104	10868
ENSDARG00000117699	44268481	44275885	7404
ENSDARG00000117504	44493919	44501719	7800
ENSDARG00000027088	17027310	17029374	2064
ENSDARG00000089794	7153628	7158301	4673
ENSDARG00000086623	29563767	29586082	22315
ENSDARG00000093671	38098896	38099675	779
ENSDARG00000056498	38109799	38113208	3409
ENSDARG00000095730	38121403	38121920	517
ENSDARG00000018066	25347503	25364775	17272
ENSDARG00000089645	33288455	33291784	3329
ENSDARG00000071457	38130604	38131381	777
ENSDARG00000102297	33291541	33293556	2015
ENSDARG00000030156	36303637	36316104	12467
ENSDARG00000062146	26997798	27019540	21742
ENSDARG00000112474	21368211	21369580	1369
ENSDARG00000045308	23840821	23932525	91704
ENSDARG00000028976	36317544	36329800	12256
ENSDARG00000032098	17031129	17039638	8509
ENSDARG00000057107	29622345	29729799	107454
